"ds_evento","cd_movimento","cd_evento","ind_fluxo_ri","cd_tipo_complemento","ds_valor_complemento"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 08:00:00, Des. Jorge Berg de Mendonça VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 08:00:00, EMBARGOS Desa. Lucilde D. Lyra de Almeida VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 08:00:00, EMBARGOS Des. Anemar Pereira Amaral VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 08:00:00, EMBARGOS Des. César Machado VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 08:00:00, EMBARGOS Des. Jorge Berg de Mendonça VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 08:40:00, Des. Maria Stela Álvares da Silva Campos"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 08:50:00, Des. Rodrigo Ribeiro Bueno"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 09:00:00, Des. Weber Leite de Magalhães Pinto Filho"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 09:10:00, Juiz Convocado Jessé Claudio Franco de Alencar"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 09:13:00, Dr. Jales Valadão Cardoso"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 09:20:00, ED - Des. Ricardo Antônio Mohallem"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 09:26:00, ED - Des. Rodrigo Ribeiro Bueno"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 09:38:00, ED - Des. Weber Leite de Magalhães Pinto Filho"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 13:30:00, Desa. Denise Alves Horta -MPT - Telepresencial"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 13:30:00, Desa. Denise Alves Horta (Telepresencial)"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 13:30:00, Desa. Paula Oliveira Cantelli (Telepresencial)"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 13:30:00, Des. Paulo Chaves Corrêa Filho (Telepresencial)"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:00:00, 11ª Turma - JVC"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:00:00, Plenário 1 - adiados"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:00:00, Plenário 1 - adiados 2"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:00:00, Plenário 1 - Des. Boson SESSÃO TELEPRESENCIAL"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:00:00, Plenário 1 - Des. Camilla"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:00:00, Plenário 1 - Des. Emília SESSÃO TELEPRESENCIAL"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:00:00, Plenário 1 - Des. Milton SESSÃO TELEPRESENCIAL"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:00:00, Plenário 1 - JC Tarcisio Sessão Telepresencial"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:00:00, Plenário 1 - ministério público"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:01:00, 11ª Turma - MAPC"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:02:00, 11ª Turma - AGV"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:03:00, 11ª Turma - DSCF"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:04:00, ED - JVC"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:05:00, ED -        MAPC"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:06:00, ED - AGV"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:07:00, ED - DSCF"
Inclusão em Pauta,"417",IP,S,5060,"15/07/2020, 14:08:00, ED - JVC 2"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:00 ADIADO MPT Des Jorge Berg TELEPRESENCIAL"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:00 =OTBG"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:00 SESSÃO TELEPRESENCIAL OTBG"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:00 TELEPRESENCIAL Desa. Lucilde D. Lyra de Almeida"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:00 TELEPRESENCIAL Des. Anemar Pereira Amaral"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:00 TELEPRESENCIAL Des. César Machado"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:00 TELEPRESENCIAL Des. Jorge Berg de Mendonça"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:00 TELEPRESENCIAL  -   DIVERSOS"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:01 ED OTBG"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:01 SESSÃO TELEPRESENCIAL - PMRP"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:02 =MBS"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:02 SESSÃO TELEPRESENCIAL - MBS"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:03 ED JML"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:03 ED MBS"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:03 =JML"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:03 SESSÃO TELEPRESENCIAL - JML"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:04 AWMA (PMRP)"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:04 ED AWMA"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 02:05 SESSÃO TELEPRESENCIAL - MPT"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:00 Desa. Adriana Goulart de S Orsini VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:00 Des. Emerson José Alves Lage VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:00 Des. Luiz Otávio Linhares Renault VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:00 Embargos Desa. Adriana Goulart"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:00 Embargos Des. Emerson Lage"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:00 Embargos Des. Luiz O. Renault"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:00 Embargos Juíza Ângela Castilho"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:00 Juíza Ângela Castilho Rogedo Ribeiro VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:00 MPT - VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:30 Dr. Sebastião Geraldo de Oliveira"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:30 ED - Dr. Sebastião Geraldo de Oliveira"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:31 Dr. Jales Valadão Cardoso"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:31 ED - Dr. Jales Valadão Cardoso"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:33 Dr. Lucas Vanucci Lins"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:33 ED - Dr. Lucas Vanucci Lins"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:34 Dr. Paulo Emílio Vilhena da Silva"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:34 ED - Dra. Gisele de Cássia  Vieira Dias Macedo"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:36 Dra.Maristela Íris da Silva Malheiros"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:36 ED Dr. Antônio G. de Vasconcelos"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:48 Desembargador Marcus Moura Ferreira"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:49 Embargos Dr. Marcus Moura Ferreira"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:50 Desembargador Márcio Flávio Salem Vidigal"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:51 Embargos de Declaração Dr. Márcio Flávio Vidigal"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:52 Desembargadora Taísa Mª Macena de Lima"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:53 Embargos Dra. Taísa Maria Macena de Lima"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:54 Desembargadora Rosemary de Oliveira Pires Afonso"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 08:57 Embargos Dra. Rosemary Oliveira Pires Afonso"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 09:00 Juiz Convocado Delane Marcolino"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 09:01 Ministério Público - Relator Dr. Marcus Moura"
Inclusão em Pauta,"417",IP,S,5060,"15/09/2020 09:04 Remanescentes Dr. Márcio Zebende"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 02:00 PLENÁRIO 1"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 08:00 Des. Cleber SESSÃO VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 08:00 embargos des. Emília"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 08:00 embargos des. Marcus"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 08:00 embargos JC Vitor"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 08:00 JC Ângela SESSÃO VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 08:00 JC Jessé - Sessão Virtual"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 08:00 JC Mauro  SESSÃO VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 08:00 Plenário 1 - Des. Emília SESSÃO VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 08:00 Plenário 1 - Des. Marcus SESSÃO VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 08:00 Plenário 1 - ministério público"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 12:00 MPT"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 12:00 PLENÁRIO 1"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 12:00 Vinculada: JUÍZA MARIA RAQUEL - Gab 16"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 12:00 Vinculado: JUIZ MAURO - Gab. 48"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 12:00 Vinculado: JUIZ VICENTE - Gab 18"
Inclusão em Pauta,"417",IP,S,5060,"15/10/2020 12:00 Vinculado: JUIZ VICENTE  - Gab 48"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, ADIADO: Des. Luiz Otávio Linhares Renault"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, ADIADO - Juíza Sabrina de Faria Fróes Leão"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, ADIADOS Des. Adriana Goulart de Sena Orsini"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, ADIADOS  Des. Emerson José Alves Lage"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, ADIADOS  Des. Maria Cecília Alves Pinto"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, Embargos Des. Emerson Lage"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, Embargos Des. Luiz O. Renault"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, Plenário 1 - Desa. Adriana Goulart de Sena Orsini"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, Plenário 1 - Desa. Maria Cecília Alves Pinto"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, Plenário 1 - Des. Emerson José Alves Lage"
Inclusão em Pauta,"417",IP,S,5060,"16/03/2020, 14:00:00, Plenário 1 - Des. Luiz Otávio Linhares Renault"
Inclusão em Pauta,"417",IP,S,5060,"16/04/2020, 14:00:00, Desa. Adriana Goulart de Sena Orsini"
Inclusão em Pauta,"417",IP,S,5060,"16/04/2020, 14:00:00, Desa. Maria Cecília Alves Pinto"
Inclusão em Pauta,"417",IP,S,5060,"16/04/2020, 14:00:00, Des. Emerson José Alves Lage"
Inclusão em Pauta,"417",IP,S,5060,"16/04/2020, 14:00:00, Des. Luiz Otávio Linhares Renault"
Inclusão em Pauta,"417",IP,S,5060,"16/04/2020, 14:00:00, EDs Desa. Adriana Goulart"
Inclusão em Pauta,"417",IP,S,5060,"16/04/2020, 14:00:00, EDs Desa. Maria Cecília"
Inclusão em Pauta,"417",IP,S,5060,"16/04/2020, 14:00:00, EDs Des. Emerson"
Inclusão em Pauta,"417",IP,S,5060,"16/04/2020, 14:00:00, EDs Des. Renault"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:00:00, Desa. Adriana Goulart de S Orsini VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:00:00, Des. Emerson José Alves Lage VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:00:00, Eds. Juíza Ângela Castilho"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:00:00, Embargos Desa. Adriana Goulart"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:00:00, Embargos Des. Emerson Lage"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:00:00, Embargos Juiz Marcio Toledo"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:00:00, Juíza Angela Castilho Rogedo Ribeiro  VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:00:00, Juiz Márcio Toledo Gonçalves VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:00:00, MPT - VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:31:00, Dr. Jales Valadão Cardoso"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:31:00, ED - Dr. Jales Valadão Cardoso"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:33:00, Dr. Lucas Vanucci Lins"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:33:00, ED - Dr. Lucas Vanucci Lins"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:35:00, Dr. Leonardo Passos  Ferreira"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:36:00, Dr. Antônio G. de Vasconcelos"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:36:00, ED Dr. Antônio G. de Vasconcelos"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:37:00, Dra. Sabrina de Faria Froés Leão"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:37:00, Ed Dr. Leonardo Passos Ferreira"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:47:00, Remanescentes Dra. Taísa"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:48:00, Remanescentes Dra. Rosemary"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:50:00, Desembargadora Taísa Mª Macena de Lima"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:51:00, EMBARGOS DRA. TAÍSA"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:52:00, Desembargadora Rosemary de Oliveira Pires"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:53:00, Embargos Dra. Rosemary"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:54:00, Juíza Convocada Gisele C. Vieira Dias Macedo"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:55:00, Embargos Dra. Gisele de Cássia Vieira Dias Macedo"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:56:00, Juiz Convocado Vicente de Paula Maciel Júnior"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:57:00, Embargos Dr. Vicente de Paula Maciel"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:58:00, Desembargadora Adriana Goulart de Sena Orsini"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 08:59:00, Embargos Dra. Adriana Goulart"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 09:00:00, Desembargadora Adriana Goulart de Sena Orsini"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:00:00, ADIADO Juiz Vitor Salino Moura Eça TELEPRESENCIAL"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:00:00, =OTBG"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:00:00, SESSÃO TELEPRESENCIAL - OTBG"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:00:00, TELEPRESENCIAL Des. Anemar Pereira Amaral"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:00:00, TELEPRESENCIAL Des. César Machado"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:00:00, TELEPRESENCIAL Des. Jorge Berg de Mendonça"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:00:00, TELEPRESENCIAL Juiz Vitor Salino de Moura Eça"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:01:00, ED OTBG"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:01:00, SESSÃO TELEPRESENCIAL - PMRP"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:02:00, SESSÃO TELEPRESENCIAL - MBS"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:03:00, ED JML"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:03:00, =JML"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:03:00, SESSÃO TELEPRESENCIAL - JML"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:04:00, =AWMA"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:04:00, AWMA (PMRP)"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:04:00, ED AWMA"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:04:00, SESSÃO TELEPRESENCIAL- AWMA"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:05:00, SESSÃO TELEPRESENCIAL - MPT"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:06:00, ED MCS"
Inclusão em Pauta,"417",IP,S,5060,"16/06/2020, 14:06:00, =MCS"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 00:00:00, EMBARGOS DE DECLARAÇÃO - VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 00:00:00, PLENÁRIO 1 - VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 00:00:00, Vinculado: Juiz MARCO TÚLIO - VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Desa. Denise Alves Horta (Virtual)"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Desa. Paula Oliveira Cantelli (Virtual)"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Des. Paula Oliveira Cantelli MPT (Virtual)"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Des. Paulo Chaves Corrêa Filho (Virtual)"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Dra. Maria Cristina Diniz Caixeta (Virtual)"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, embargos des. Boson"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, embargos des. Emília"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, embargos des. Milton"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Plenário 1 - Des. Boson SESSÃO VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Plenário 1 - Des. Emília SESSÃO VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Plenário 1 - Des. Marcus SESSÃO VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Plenário 1 - Des. Milton SESSÃO VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Plenário 1 embargos JC Tarcísio"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:00:00, Plenário 1 - JC Tarcisio Sessão Virtual"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:03:00, Desa. Denise Alves Horta - ED virtual"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:03:00, Desa. Paula Oliveira Cantelli ED MPT (Virtual)"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:03:00, Desa. Paula Oliveira Cantelli - ED virtual"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:03:00, Des. Paulo Chaves Corrêa Filho  ED virtual"
Inclusão em Pauta,"417",IP,S,5060,"16/07/2020, 08:03:00, Dra. Maria Cristina Diniz Caixeta - ED Virtual"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 01:00 Desa. Paula Oliveira Cantelli (Telepresencial)"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 01:00 Des. Paulo Chaves Corrêa Filho (Telepresencial)"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 01:00 Dra. Adriana Campos S.F. Pimenta - Telepresencial"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 01:00 Dr. Marco Túlio Machado Santos - Telepresencial"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:00 11ª Turma _ JVC"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:00 JC Danilo SESSÃO TELEPRESENCIAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:00 JC Mauro SESSÃO TELEPRESENCIAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:00 Plenário 1 - Des. Camilla SESSÃO TELEPRESENCIAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:00 Plenário 1 - Des. Milton SESSÃO TELEPRESENCIAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:00 Plenário 1 - ministério público"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:01 11ª Turma _ MAPC"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:02 11ª Turma _ AGV"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:03 11ª Turma _ VPMJ"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:04 ED _ JVC"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:05 ED _ MAPC"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:06 ED _ AGV"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:07 ED_VPMJ (Gab.18)"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:08 ED_GCVDM"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 02:09 ED_VPMJ (Gab.48)"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 Desa. Lucilde D'Ajuda Lyra de Almeida VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 Des. Anemar Pereira Amaral VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 Desa. Paula Oliveira Cantelli (Virtual)"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 Des. César Machado VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 Des. Jorge Berg de Mendonça VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 Des. Paulo Chaves Corrêa Filho (Virtual)"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 Dra. Maria Cristina Diniz Caixeta (Virtual)"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 Dr. Marco Túlio M. Santos - Virtual"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 EMBARGOS Desa. Lucilde D. Lyra de Almeida VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 EMBARGOS Des. Anemar Pereira Amaral VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 EMBARGOS Des. César Machado VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:00 EMBARGOS Des. Jorge Berg de Mendonça VIRTUAL"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:03 Des. Paulo Chaves Corrêa Filho  ED virtual"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:03 Dra. Maria Cristina Diniz Caixeta - ED Virtual"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:03 Dr. Marco Túlio M. Santos - ED (Virtual)"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:40 Des. Ricardo Antônio Mohallem"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:45 Des. Maria Stela Álvares da Silva Campos"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 08:50 Des. Rodrigo Ribeiro Bueno"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 09:00 Des. Weber Leite de Magalhães Pinto Filho"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 09:12 ED - Des. Ricardo Antônio Mohallem"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 09:14 ED - Des. Maria Stela Álvares da Silva Campos"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 09:16 ED - Des. Rodrigo Ribeiro Bueno"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 09:18 ED - Des. Weber Leite de Magalhães Pinto Filho"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 12:00 st gisele"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 12:00 st MRV"
Inclusão em Pauta,"417",IP,S,5060,"16/09/2020 12:00 st SSP"
Inclusão em Pauta,"417",IP,S,5060,"17/03/2020, 08:30:00, Dr. Sebastião Geraldo de Oliveira"
Inclusão em Pauta,"417",IP,S,5060,"17/03/2020, 08:30:00, ED - Dr. Sebastião Geraldo de Oliveira"
Inclusão em Pauta,"417",IP,S,5060,"17/03/2020, 08:31:00, Dr. Jales Valadão Cardoso"
Inclusão em Pauta,"417",IP,S,5060,"17/03/2020, 08:31:00, ED - Dr. Jales Valadão Cardoso"
Inclusão em Pauta,"417",IP,S,5060,"17/03/2020, 08:32:00, Dra.Maristela Íris da Silva Malheiros"
Inclusão em Pauta,"417",IP,S,5060,"17/03/2020, 08:33:00, Dr. Antônio N. de Freitas"
Inclusão em Pauta,"417",IP,S,5060,"17/03/2020, 08:33:00, Ed Dr. Antônio N. de Freitas"
Inclusão em Pauta,"417",IP,S,5060,"17/03/2020, 08:34:00, Dra. Maria Cristina Diniz Caixeta"
Inclusão em Pauta,"417",IP,S,5060,"17/03/2020, 08:34:00, ED Dra. Maria Cristina Diniz Caixeta"
